batch,provisional_case_id,event_year,event_date_original,normalized_date,date_precision,event_time,municipality,locality,latitude,longitude,location_precision,region,medium,phenomenon_class,secondary_tags,short_case_summary,witness_count,witness_class,agency_or_institution,evidence_type,source_tier,source_name,source_url,archived_url,source_date,language,duplicate_status,possible_existing_case_match,confidence_score,confidence_label,conventional_explanation_check,why_it_counts,unresolved_questions,recommended_followup,foia_candidate_agency,notes
6,PRUAP-GAP-PDF-031,1981,November 1981,1981-11,month,,Caguas,mountain N of the Bairoa Park / Mirador Bairoa developments,,,locality,Central-east PR / San Juan metro fringe,aerial,unknown_anomaly,researcher_first_person;mentioned_in_passing;minimal_detail,Jorge Martin states he personally witnessed a UFO over the mountain north of the Bairoa Park / Mirador Bairoa developments in November 1981 - the same mountain over which the 1990 M47 sighting occurred. Mentioned only in passing; no description given.,1 (the researcher),researcher (first-person),,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M48",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,22,low,"No description at all; cannot be assessed. Logged because it is a first-person, dated mention.",First-person researcher sighting; a 1981 Caguas mention absent from the ledger.,No description; exact date.,Seek Jorge Martin's fuller account of his own 1981 sighting.,(none),"Extraction case M48. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-032,1991,"night of Sunday 17 March 1991, ~00:20",1991-03-17,exact,~00:20,Trujillo Alto,"Carraízo sector, electrical substation behind the El Conquistador development",,,locality,San Juan metro / Trujillo Alto,aerial,mass_sighting,mass_sighting_thousands;substation_energy_drain;$355k_damage;many_named_witnesses;EM_effects;NWS_confirmed_no_storm,"Just after midnight on 17 March 1991 a burst of light turned night to day over a wide area of the San Juan metro; the sky turned turquoise then greenish then orange and a white ray swept the sky. An immense circular UFO hovered over the Carraízo electrical substation behind the El Conquistador development; witnesses watched the substation's energy flow upward into the craft in a curtain of sparks. Emergency cut-offs failed; damage put at $355,000. Reported by 'thousands' for miles around with many named witnesses (Josué Marrero, José Miranda, Rafael Benítez, Danny Rodríguez, Genaro Bigas, Evelyn Suárez, Sergio Serrano, others). Peripheral effects: bent ceiling-fan blades, table fans spinning backward, answering machines self-playing; the National Weather Service confirmed no electrical storm.",'thousands' (many named),civilian (mass-witness; incl. a psychologist),PR Electrical Power Authority (substation); National Weather Service (no-storm confirmation),mass-witness narrative + claimed utility-damage record,T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M49",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,45,medium,"A real substation failure with a $355,000 damage figure should be in PR Electric Power Authority records; the UFO attribution is the anomalous claim. A large power-arc/transformer explosion can produce sky colour and a 'burst of light'. The mass-witness scale and the NWS no-storm detail are the strongest elements.","Strongest Batch-6 case: mass-witness, exact date/time, many named witnesses, a documented-style utility-damage figure, and an independent NWS detail. Absent from the 470-ledger.",Whether the $355k substation-damage record and the NWS no-storm note exist on file.,Records request to the PR Electric Power Authority for the 17 March 1991 Carraízo substation incident; NWS SJU archive.,PR Electric Power Authority (AEE/LUMA legacy records); NWS San Juan,"Extraction case M49. STRONGEST Batch-6 candidate - mass-witness, named witnesses, claimed physical/utility damage. Still a single-researcher (Jorge Martin) compilation account; promote with medium-low confidence pending the utility record."
6,PRUAP-GAP-PDF-033,,[date not given],,none given,,Barceloneta,Cruce Dávila substation (next to the Abbott pharmaceutical compound),,,locality,North PR coast / Arecibo area,aerial,unknown_anomaly,substation_energy_drain;relayed_second_hand;effects_like_Trujillo_Alto,"An Electrical Power Authority employee (relayed via an Authority supervisor) reported that a flying saucer came down and began absorbing energy from the Cruce Dávila substation in Barceloneta, with effects similar to the Trujillo Alto incident (M49).",1 (relayed second-hand),"civilian (utility employee, anonymous)",PR Electrical Power Authority,witness narrative (single-researcher compilation account),T4,"Jorge Martin, 'What is Going on in Puerto Rico' compilation article (c.1995, reproduced 2001) - extraction case M50",What is Going on in Puerto Rico (Jorge Martin).pdf,"(n/a - local PDF/book source, no web URL to archive)",c.1995 (article),en,NEW vs 470-ledger + 32 prior candidates,none,20,low,"Anonymous, undated, relayed second-hand; only the substation itself is checkable. Unverifiable as told.",A second claimed substation-drain event paralleling M49.,No date; witness anonymous.,"If a date surfaces, request PR Electric Power Authority records for Cruce Dávila.",PR Electric Power Authority,"Extraction case M50. Single-researcher (Jorge Martin) compilation account; anecdotal, unverified - score capped low."
6,PRUAP-GAP-PDF-034,,[date not given],,none given,,Cabo Rojo,Boquerón beach resort,,,locality,Southwest PR coast,ground,humanoid_encounter,translucent_being;one_line_corroboration;near_zero_detail,Rene JR Nazario states he 'saw something similar' - a translucent being - at the Boquerón beach resort in Cabo Rojo. No further detail is given in the source.,1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P10","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,14,low,One-line corroboration with essentially no detail; unassessable.,Logged for completeness as a named-witness translucent-entity report at a specific locality.,No date; no description.,(none feasible).,(none),"Extraction case P10. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-035,2025,"~July 2025 (~2 months before the Sep 2025 article), ~23:00",2025-07,approximate,~23:00,(not given),a house terrace (location not given),,,none,Puerto Rico (unspecified),ground,humanoid_encounter,anonymous;small_translucent_silhouette;terrace;walked_across,"Lying in a hammock on a terrace ~23:00, an anonymous witness saw at the far end of the house a slight, transparent, gelatinous/water-like silhouette; it was small and walked from one end of the terrace to the other before disappearing.",1 (anonymous),civilian (anonymous),,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P12","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,14,low,"Anonymous, location not given; a transparent silhouette at night is unassessable.",Logged for completeness within the 2025 translucent-entity testimony set.,No location; witness anonymous.,(none feasible).,(none),"Extraction case P12. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-036,,[date not given],,none given,,(not given),a rural area with heavy vegetation (not further specified),,,regional,Puerto Rico (unspecified),ground,humanoid_encounter,translucent_entity;seen_three_times;camouflages;non_hostile,"Fujin Cruz, who lives in a rural heavily-vegetated area of Puerto Rico, has seen a translucent entity near the home three times; it avoids contact, 'camouflages', never seemed hostile, and leaves when seen.",1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P13","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,16,low,"Vague location, no dates; repeated translucent-entity sightings unassessable.",Named-witness repeated translucent-entity report; logged for completeness.,No location detail; no dates.,(none feasible).,(none),"Extraction case P13. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-037,,[date not given],,none given,,(not given),Ms. Nilda Correa's residence (location not given),,,none,Puerto Rico (unspecified),ground,humanoid_encounter,water_like_figure;fell_from_ceiling;struck_computer;then_disappeared,"A transparent, water-like figure resembling a person's silhouette 'fell from the ceiling' of Ms. Nilda Correa's residence, was visible, struck her computer with its fist, and then disappeared.",1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P16","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,14,low,"No date, no location; the described event is unassessable.",Named-witness translucent-entity report; logged for completeness.,No date; no location.,(none feasible).,(none),"Extraction case P16. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-038,2021,~2021 ('about four years' before the 2025 article),2021,approximate (year),,(not given),witness's yard (location not given),,,none,Puerto Rico (unspecified),aerial,unknown_anomaly,three_translucent_water_drop_shapes;overflight;shimmer,"Wilfredo Pérez, standing in his yard observing the sky ~2021, saw something fly overhead SE->NW resembling 'three drops of water together' - the centre one larger - close together as if a single translucent piece, with a slight shimmer coming off them.",1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P19","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,16,low,"Approximate year only, no location; a faint translucent aerial form is unassessable.",Named-witness aerial translucent-object report; logged for completeness.,No location; only an approximate year.,(none feasible).,(none),"Extraction case P19. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-039,,"[exact date not given] - during a 3-day island-wide blackout, witness aged 15",,none given,,(not given),a rooftop (location not given),,,none,Puerto Rico (unspecified),aerial,unknown_anomaly,island_wide_blackout;zigzag_objects_for_days;transparent_person_shape,"When the witness (Wallace Pérez) was 15, during a three-day island-wide power outage, he watched unusual zigzag movements of objects in the sky for days; on a rooftop he saw something that looked like 'a clear plastic bag in the shape of a transparent person' in the air, seeming to come toward him.",1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P20","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,16,low,No exact date/location; a wind-borne plastic bag is the obvious conventional candidate for the described object.,Named-witness report; the island-wide-blackout anchor could in principle date it.,Which blackout; no location.,If the blackout is identified the event becomes datable.,(none),"Extraction case P20. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-040,,[date not given] - before a claimed abduction,,none given,,(not given),outside the witness's bedroom window (location not given),,,none,Puerto Rico (unspecified),ground,humanoid_encounter,gray_being;pixelated_camouflage;portal;before_abduction,"Before a claimed abduction, Ivette Yolanda Martínez says a small gray being 'pixelated' in front of her, camouflaging against the landscape outside her bedroom window when it realized she had seen it; it then looked like the 'Predator' creature, and 'something like a portal appeared' which it entered and vanished.",1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P21","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,14,low,No date/location; the described phenomenon is unassessable.,Named-witness pixelated-being / portal report; logged for completeness.,No date; no location.,(none feasible).,(none),"Extraction case P21. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-041,,[date not given],,none given,,(not given),inside the witness's house (location not given),,,none,Puerto Rico (unspecified),ground,humanoid_encounter,transparent_beings_indoors;extreme_fear;minimal_detail,Evelyn Matos reports an experience with transparent beings inside her house and says she 'had never experienced terror until that day'. No further detail is given.,1,civilian,,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P22","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,13,low,No date/location and almost no detail; unassessable.,Named-witness translucent-entity report; logged for completeness.,No date; no location; minimal detail.,(none feasible).,(none),"Extraction case P22. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
6,PRUAP-GAP-PDF-042,,[date not given],,none given,,(not given),(location not given),,,none,Puerto Rico (unspecified),ground,humanoid_encounter,translucent_entity;multi_witness_five_people;did_not_see_witness,Nilda Esther saw a translucent entity pass right in front of her; it did not seem to see her. She was not alone - four other people saw it at the same time (five witnesses total).,5,civilian (multi-witness),,witness narrative (reader testimony to an aggregator blog),T4,"Lon Strickler, 'Pixelated, Translucent Entities Reported in Puerto Rico', Phantoms & Monsters (12 Sep 2025), testimonies collected by Jorge Martín Miranda - extraction case P23","PIXELATED, TRANSLUCENT ENTITIES Reported in Puerto Rico - Phantoms & Monsters.pdf","(n/a - local PDF/book source, no web URL to archive)",2025-09-12 (blog post),en,NEW vs 470-ledger + 32 prior candidates,none,18,low,No date/location; but five simultaneous witnesses raise it slightly above the other thin P-cases.,The only multi-witness (5-person) case among the thin P-testimonies; logged for completeness.,No date; no location; other witnesses unnamed.,(none feasible).,(none),"Extraction case P23. Anonymous/short reader testimony on an aggregator blog; locator-weak - retained for completeness, scored very low."
7,PRUAP-GAP-B7-001,2019,04/02/2019,2019-04-02,exact,night (unspecified hour),Caguas,witness's home (observed from an upstairs window),18.241,-66.0667,MUFON-tagged municipality coords,Central-east PR / San Juan metro fringe,aerial,photo_video_case,triangle;video_and_photos;2m40s_duration;object_approached_witness;distinct_date_from_best_of,"Re-sampled from the Caguas 2019 serial-reporter cluster as the one genuinely distinct-date keeper. The witness, upstairs with a camera, heard a noise, saw through a window a yellow stationary 'planet-like' light, zoomed in and resolved it as two yellow lights forming one object; filmed it hovering, then it 'noticed' the witness and descended/approached smoothly, passing overhead at medium speed with an airplane-like noise and colourful pulsing lights. Submitted with a video (closest moment) and photos. Duration 2 min 40 s.",1,civilian (the Caguas serial reporter),none,video + photos + witness narrative,T3,ufo-hunters.com mirror of MUFON case 99644,"https://www.ufo-hunters.com/sightings/search/5cbce64e9d2e4cd486bc324f/UFO%20Sighting%20in%20Caguas,%20Caguas%20(Puerto%20Rico)%20on%20Tuesday%2002%20April%202019","https://web.archive.org/web/20260523105852/https://www.ufo-hunters.com/sightings/search/5cbce64e9d2e4cd486bc324f/UFO%20Sighting%20in%20Caguas,%20Caguas%20(Puerto%20Rico)%20on%20Tuesday%2002%20April%202019",2019-04-10 (report); 2019-04-02 (event),en,NEW (itemized best-of from CLUSTER-2019-CAG),none; 2019 ledger rows PRUAP-0440/0441/0442 distinct. Same serial reporter as PRUAP-GAP-CL-2019-001 (Caguas 2019-10-31) but a distinct event 7 months earlier; was previously inside the CLUSTER-2019-CAG grouped row's Apr-Sep 2019 range.,30,low-medium,"Same camera-centric serial reporter as the rest of the Caguas 2019 cluster; a yellow 'planet-like' light that 'descends and approaches' is consistent with a bright planet/aircraft plus the witness's interpretive narrative. Retained as a distinct-date member with video, but conventional explanation is plausible.","The one Caguas 2019 cluster member that is a genuinely distinct date (5+ months before the Sept-2019 run, 7 months before the 10-31 best-of), seen live before filming, with video + photos and a 2m40s detailed-behaviour narrative. Itemized so the early-2019 portion of the cluster has an anchored entry.",Same-reporter relationship to CL-2019-001 (operator may keep both or treat as one reporter's portfolio); video not analyzed.,Pull MUFON CMS 99644 video/photos; compare reporter identity to MUFON #104492 (CL-2019-001).,(none),"Batch 7 — Caguas 2019 serial-reporter cluster re-sample (Piece 3). The SINGLE promoted keeper out of ~33 cluster filings reviewed. Same serial reporter as CL-2019-001; promoted only because it is a distinct-date, video-bearing, detailed-behaviour member. All other cluster filings excluded as same-reporter near-duplicates / camera-only artifacts / physical-trace-without-object — see report §6. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser); recorded in archived_url."
8,PRUAP-GAP-URC-001,2006,07/24/2006 01:55,2006-07-24,exact,01:55 local,San Juan,"Santurce district, residential, seen through kitchen window",,,district,North PR coast / San Juan metro,ground,humanoid_encounter,little_man_3ft;chubby;large_head;blue_white_blinking_eyes;on_roof;mesmerizing,"An anonymous woman who had gone to her kitchen for water at 01:55 saw through the window a ~3-ft chubby 'little man' standing on a neighbour's tile roof - a disproportionately large head, a large fat nose, huge eyes that emitted a blue-white gleam when it blinked. It stared at her, she felt mesmerized; it then walked backwards, jumped onto a tree and vanished. The witness reported other unspecified paranormal activity at the home.",1,civilian (anonymous),none,witness narrative (ufologist email -> Rosales catalogue),T4,URECAT-000099 (Patrick Gross) / Albert Rosales '2006 Humanoid Sightings' / src Lucy Guzman email,https://ufologie.patrickgross.org/ce3/2006-06-24-puertorico-santurce.htm,https://web.archive.org/web/20260523114011/https://ufologie.patrickgross.org/ce3/2006-06-24-puertorico-santurce.htm,2006 (reported); URECAT file 2007-02-02,en,NEW vs 470-ledger + 78 prior candidates,none; the ledger's 2006 cluster (PRUAP-0331-0346) is the Feb-2006 C-130/poltergeist set - distinct,22,low,"Single anonymous witness, no UFO observed, no investigation; URECAT verdict 'extraterrestrial beings or hoax, insufficient information'. Unassessable.","A distinct 2006 San Juan entity report catalogued by URECAT, absent from the ledger.",Witness anonymous; no investigation; the 'other paranormal activity' unspecified.,None feasible (witness anonymous).,(none),"Batch 8 - URECAT source family (Phase 1 gap-map sweep). Anecdotal entity catalogue entry; scored very low. URECAT explanation: ET beings or hoax, insufficient information. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser)."
8,PRUAP-GAP-URC-002,2006,04/28/2006 ~03:00 (preceded by Nov-2005 onset; follow-on 05/01/2006),2006-04-28,exact,~03:00 local,Aguada,house backyard adjoining a wooded/rain-forest tract running to the Atlantic,,,exact locality,West PR coast,ground,humanoid_encounter,two_grey_beings;telepathic_command;dog_hypnotized;possible_abduction;circular_skin_mark;multi_witness;disc_object_precursor;MUFON_webform,"A woman and her 17-yo daughter (husband partly corroborating) reported, via a detailed MUFON web-form filing, recurring whistling 'hurricane-wind' sounds and a disc-shaped object since Nov 2005. On 28 Apr 2006 ~03:00 the woman found the chained dog lying hypnotized and saw two ~3.5-ft Grey-type beings (large oval heads, slanted eyes, slit mouths, grey skin, thin arms) behind the back fence; they communicated telepathically and commanded her to open the door; she became drowsy, lost memory, woke in bed - the back door was found open. A circular mark appeared on her hand. Daughter independently described the beings identically. Follow-on lights/landing-noise on 1 May 2006.",2 (woman + 17-yo daughter; husband partial),civilian (multi-witness),none,detailed first-person MUFON CMS web-form report,T3/T4,URECAT-000230 (Patrick Gross) / MUFON CMS online report 2006-08-24 / Albert Rosales 2006,https://ufologie.patrickgross.org/ce3/2006-04-28-puertorico-aguada.htm,https://web.archive.org/web/20260523114013/https://ufologie.patrickgross.org/ce3/2006-04-28-puertorico-aguada.htm,2006-08-24 (MUFON filing); event 2006-04-28,en,NEW vs 470-ledger + 78 prior candidates,none; ledger Aguada rows PRUAP-0330 (Nov 2005) and PRUAP-0376 (Aug 2007) are distinct dates,32,low-medium,Detailed but wholly uninvestigated MUFON web-form report; URECAT notes the 'short grey' description conforms to the popular stereotype and warns a web form 'has no credibility' without investigation. Possible hoax or hypnagogic/sleep-related episode given the ~03:00 onset and memory loss. Retain as a multi-witness anomaly with physical-mark and open-door details.,"Multi-witness (mother + 17-yo daughter, husband partial) detailed 2006 Aguada entity/possible-abduction report with claimed physical after-effects; not in the ledger.",No investigation; hoax not ruled out; the disc-object precursor and the May-1 landing-noise uncorroborated.,Pull the full MUFON CMS case file; check for any MUFON field investigation.,(none),"Batch 8 - URECAT source family. MUFON web-form sourced; URECAT verdict 'ET beings or hoax, no credibility'. Scored low-medium for the multi-witness + physical-mark detail only. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser)."
8,PRUAP-GAP-URC-003,2006,02/28/2006 00:30,2006-02-28,exact,00:30 local,Sabana Grande,"open ground near route PR-303, object landed ~600-700 ft south toward La Parguera / Cabo Rojo",,,locality,Southwest PR / Lajas valley corridor,aerial+ground,humanoid_encounter,landed_craft;3_4_grey_beings;four_fingers;hours_long;route_303_corridor;second_object_overhead;multi_witness,"Miguel Camacho and other witnesses watched a very bright white object approach from the south (toward La Parguera, near route PR-303 east of Cabo Rojo) and land ~600-700 ft away ~00:30. Three to four small (~3-4 ft) Grey-type beings - large heads, large almond eyes swept up at an angle, long thin arms, four long fingers - appeared to work or gather something around the bright light for 30-60 min. A bell-shaped section then flashed a light sequence ~20 min; the craft hovered and shifted ~20 ft; activity continued for hours past sunrise, when a second object was seen hovering ~500 ft directly above before departing SE.",2+ (Miguel Camacho and others),civilian (multi-witness),none,witness report (HBCC UFO / Rosales catalogue),T3/T4,URECAT-000026 (Patrick Gross) / HBCC UFO Brian Vike report 2006-03-20 / Albert Rosales 2006,https://ufologie.patrickgross.org/ce3/2006-28-02-puertorico-sabanagrande.htm,https://web.archive.org/web/20260523114050/https://ufologie.patrickgross.org/ce3/2006-28-02-puertorico-sabanagrande.htm,2006-03-20 (HBCC report); event 2006-02-28,en,NEW vs 470-ledger + 78 prior candidates,none; located in the route-303 Lajas/Sabana Grande anomaly corridor but distinct in date/witness from ledger rows PRUAP-0318 (Jan-2004 PR-303 skywatch) and PRUAP-0323 (2005 SW PR),30,low-medium,"Multi-witness landed-craft + entity report, but likely a single emailed account with no field investigation; URECAT verdict 'ET visitors or hoax'. The hours-long duration and post-sunrise persistence are unusual; cannot be assessed without investigation.",Named-witness (Miguel Camacho) multi-witness 2006 landed-craft + entity report in the PR-303 'Extraterrestrial Route' corridor; absent from the ledger.,No field investigation; whether more than one witness statement exists; exact landing coordinates.,Cross-check the HBCC UFO archive for the full witness statement.,(none),Batch 8 - URECAT source family. HBCC/Rosales sourced; URECAT verdict 'ET visitors or hoax'. Route-303 corridor case. || ARCHIVE: Wayback snapshot newly captured 2026-05-23 via Save Page Now (Claude-in-Chrome browser).
9,PRUAP-GAP-INX-1973-001,1973,December 1973,1973-12-XX,month,02:00,Sabana Grande,"Highway 2 (""La Militar"") near Sabana Grande",,,locality_road,southwest,vehicle,disc_object,vehicle_EM_effect+pursuit,"Blanca Ruiz Arroyo driving 1970 Chevy Impala on Hwy 2 ('La Militar') toward Sabana Grande at 02:00; oval object size of car flew very low in front of vehicle, headlights died, witness heard metallic humming. Object paced car as she accelerated to 90 km/h; veered left and ascended at a bridge. Witness drove to police station nearly hysterical. Source: Ing. Noel Rigau, Awareness (1974), reposted Inexplicata 2026.",1,civilian,PR_Police (precinct report taken),eyewitness_single+vehicle_EM,T4,Inexplicata 2026 (Noel Rigau / Awareness 1974),https://inexplicata.blogspot.com/2026/05/ufo-chases-chevy-impala-in-puerto-rico.html,(see notes - Wayback BLOCKED Chrome MCP not loaded this session),2026-05-12,en,POSSIBLE DUPLICATE,PRUAP-0116,28,low-medium,"none (single witness, possible vehicle malfunction misattribution)",Adds a named-witness December 1973 EM-effect case to the 1973-1974 PR wave; strengthens vehicle-EM cluster picture,Was police precinct report filed? PRPD blotter for Sabana Grande Dec 1973,FOIA PRPD Sabana Grande precinct blotter Dec 1973; cross-check Rigau 'Awareness' 1974 print run for vehicle make/model precision,PRPD,"vs PRUAP-0116 (Aug 1973 PR-120 Sabana Grande Impala EM-effect): same flap region+vehicle type+EM signature; this row is distinct Dec 1973 case with 1970 Impala vs 1963 Impala, Hwy 2 La Militar vs PR-120, named witness. Source Corrales transcription Rigau 1974, T3/T4 aggregator. Conservative scoring per dispatch rules. Wayback BLOCKED: Chrome MCP not loaded this session - operator can capture from unrestricted browser."
9,PRUAP-GAP-INX-2023-001,2023,~mid-2023 (during USAF A-10 PR overflights),2023-XX-XX,year,daylight,Sabana Grande,mountain slope between Sábana Grande and Guánica,,,locality_mountain,southwest,photo_video_case,unknown_anomaly,parallel_flight+military_overflight,"Wilfredo Alicea (Sábana Grande resident, recurring sky-watcher) recorded an A-10 fly-over and a separate unidentified object flying nearly parallel to the A-10 along the Sábana Grande-Guánica mountain slope; the object then went off in a different direction. Wilfredo applied filters to highlight the object. Source: José A. Echeverría (ARGUS PR) video commentary; written up by Scott Corrales / Inexplicata 2023-12-02.",1,civilian,USAF (A-10 overflight context),photo_video,T3,Inexplicata 2023 / Echeverría (ARGUS PR),https://inexplicata.blogspot.com/2023/12/puerto-rico-three-interesting-cases-by.html,http://web.archive.org/web/20251210142745/https://inexplicata.blogspot.com/2023/12/puerto-rico-three-interesting-cases-by.html,2023-12-02,en,NEW,,28,low-medium,"Possible balloon, drone, or A-10 wingman; military overflight context favors mundane",Adds 2023 Sábana Grande case to thinly-covered 2023 year; T3 video evidence held by Alicea / ARGUS PR,Get original video; EXIF / object resolution analysis; identify A-10 squadron and confirm sortie,Request video from José A. Echeverría / ARGUS PR; image forensics,PR_Air_National_Guard,Sources: Corrales 2023 transcription of ARGUS PR video. T3 single-aggregator. Wayback BLOCKED this session.
9,PRUAP-GAP-INX-2023-002,2023,November 2023,2023-11-XX,month,18:38,Peñuelas,residential area in Peñuelas (José Rivera) + Mayagüez Mall earlier same day,,,multi_locality,southwest,photo_case,aerial_light,dual_witness+coast_correlation,"José Rivera (Peñuelas) took a chance photo at ~18:38 (early evening, dark) showing an unidentified object. A second witness (woman at Mayagüez Mall earlier ~17:00) reported seeing what may be the same object looking south over mall parking lot toward Boquerón/Cabo Rojo coast. Echeverría's hypothesis: same object, two locations along the southwest coast. Source: Inexplicata 2023-12-02 (Echeverría / ARGUS PR).",2,civilian,none,photo,T3,Inexplicata 2023 / Echeverría (ARGUS PR),https://inexplicata.blogspot.com/2023/12/puerto-rico-three-interesting-cases-by.html,http://web.archive.org/web/20251210142745/https://inexplicata.blogspot.com/2023/12/puerto-rico-three-interesting-cases-by.html,2023-12-02,en,NEW,,30,low-medium,Possible Venus or planet at dusk; Mayagüez witness location-correlation interesting but unverified,Adds Peñuelas + Mayagüez Mall dual-witness Nov 2023 event to thin 2023 coverage; possible coast-corridor object,Mayagüez Mall witness identity/timing precision; Luiseppi Quiñones follow-up interview,Obtain Mayagüez Mall witness statement; star chart cross-check for Nov 2023 evening planet positions,none,Source Corrales transcription Echeverría video. T3. Wayback BLOCKED this session.
